"nm_municipio";"nm_uf";"oper";"ano";"trabalhadores_resgatados"
"Bandeirantes";"Mato Grosso do Sul";67;2015;0
"Paranaíta";"Mato Grosso";68;2015;0
"Campo Novo do Parecis";"Mato Grosso";69;2015;0
"São José do Rio Claro";"Mato Grosso";70;2015;3
"Ibiapina";"Ceará";71;2015;24
"Paraipaba";"Ceará";71;2015;9
"Água Azul do Norte";"Pará";73;2015;15
"Marabá";"Pará";73;2015;0
"Bernardo Sayão";"Tocantins";74;2015;15
"Rio Acima";"Minas Gerais";75;2015;1
"Belo Horizonte";"Minas Gerais";76;2015;0
"Montividiu";"Goiás";77;2015;0
"Paraopeba";"Minas Gerais";78;2015;1
"Belo Horizonte";"Minas Gerais";79;2015;7
"Cascavel";"Ceará";80;2015;0
"Bom Jardim";"Rio de Janeiro";81;2015;0
"Nova Friburgo";"Rio de Janeiro";81;2015;0
"Aracoiaba";"Ceará";82;2015;8
"Canindé";"Ceará";82;2015;0
"Morada Nova";"Ceará";82;2015;0
"Russas";"Ceará";82;2015;0
"Niterói";"Rio de Janeiro";83;2015;2
"Rio de Janeiro";"Rio de Janeiro";83;2015;11
"Rio de Janeiro";"Rio de Janeiro";83;2015;0
"Encruzilhada do Sul";"Rio Grande do Sul";84;2015;6
"Júlio de Castilhos";"Rio Grande do Sul";85;2015;2
"Itabira";"Minas Gerais";86;2015;0
"Belo Horizonte";"Minas Gerais";87;2015;5
"Alcinópolis";"Mato Grosso do Sul";88;2015;0
"Campos de Júlio";"Mato Grosso";89;2015;0
"Matões do Norte";"Maranhão";90;2015;0
"Granja";"Ceará";91;2015;0
"Santana do Acaraú";"Ceará";91;2015;0
"Itupiranga";"Pará";92;2015;0
"Novo Repartimento";"Pará";92;2015;2
"Pacajá";"Pará";92;2015;0
"São João do Araguaia";"Pará";92;2015;0
"Nova Maringá";"Mato Grosso";93;2015;10
"Carmo de Minas";"Minas Gerais";94;2015;19
"Carmo de Minas";"Minas Gerais";94;2015;22
"Machado";"Minas Gerais";94;2015;14
"Vila Bela da Santíssima Trindade";"Mato Grosso";95;2015;0
"Cacequi";"Rio Grande do Sul";96;2015;6
"Rio de Janeiro";"Rio de Janeiro";97;2015;5
"Rio de Janeiro";"Rio de Janeiro";97;2015;6
"Rio de Janeiro";"Rio de Janeiro";98;2015;1
"São Paulo";"São Paulo";99;2015;5
"Guaíra";"Paraná";100;2015;7
"Rio de Janeiro";"Rio de Janeiro";101;2015;6
"Ribeirão das Neves";"Minas Gerais";102;2015;0
"Porto Nacional";"Tocantins";103;2015;9
"Paranavaí";"Paraná";104;2015;2
"Cruz Machado";"Paraná";105;2015;1
"Dois Irmãos do Tocantins";"Tocantins";106;2015;3
"Rio de Janeiro";"Rio de Janeiro";107;2015;5
"Uberlândia";"Minas Gerais";108;2015;5
"Várzea Grande";"Mato Grosso";109;2015;0
"São Paulo";"São Paulo";110;2015;14
"Juara";"Mato Grosso";111;2015;0
"São Paulo";"São Paulo";112;2015;16
"Juara";"Mato Grosso";113;2015;6
"Tapira";"Minas Gerais";114;2015;6
"Belo Horizonte";"Minas Gerais";115;2015;0
"Cantá";"Roraima";116;2015;1
"Codó";"Maranhão";117;2015;6
"Belford Roxo";"Rio de Janeiro";118;2015;0
"Duque de Caxias";"Rio de Janeiro";118;2015;0
"Nova Iguaçu";"Rio de Janeiro";118;2015;0
"Rio de Janeiro";"Rio de Janeiro";118;2015;2
"Rio de Janeiro";"Rio de Janeiro";118;2015;0
"Unaí";"Minas Gerais";119;2015;6
"Paranatinga";"Mato Grosso";120;2015;3
"Paço do Lumiar";"Maranhão";121;2015;58
"Jaguaquara";"Bahia";122;2015;6
"São Francisco de Paula";"Rio Grande do Sul";123;2015;13
"Paraty";"Rio de Janeiro";124;2015;0
"Granja";"Ceará";125;2015;11
"Anastácio";"Mato Grosso do Sul";126;2015;16
"Campos de Júlio";"Mato Grosso";127;2015;0
"Barra do Bugres";"Mato Grosso";128;2015;0
"Castanheira";"Mato Grosso";128;2015;0
"Santo Antônio do Leverger";"Mato Grosso";129;2015;0
"Castanheira";"Mato Grosso";130;2015;2
"Nobres";"Mato Grosso";131;2015;7
"Rosário Oeste";"Mato Grosso";131;2015;6
"Nova Iguaçu";"Rio de Janeiro";132;2015;0
"Nova Iguaçu";"Rio de Janeiro";133;2015;0
"Rio de Janeiro";"Rio de Janeiro";134;2015;3
"Curitiba";"Paraná";135;2015;0
"Presidente Olegário";"Minas Gerais";136;2015;13
"Rio de Janeiro";"Rio de Janeiro";137;2015;3
"Açailândia";"Maranhão";138;2015;0
"Santa Inês";"Maranhão";138;2015;0
"Paranatinga";"Mato Grosso";139;2015;1
"Rio de Janeiro";"Rio de Janeiro";140;2015;17
"Brumadinho";"Minas Gerais";141;2015;0
"Rio de Janeiro";"Rio de Janeiro";142;2015;3
"Rio de Janeiro";"Rio de Janeiro";143;2015;0
"Bonito";"Mato Grosso do Sul";144;2015;9
"Belo Horizonte";"Minas Gerais";145;2015;0
"Rio de Janeiro";"Rio de Janeiro";146;2015;10
"Claraval";"Minas Gerais";147;2015;13
"Rio de Janeiro";"Rio de Janeiro";148;2015;0
"Bom Jesus da Penha";"Minas Gerais";149;2015;60
"Santa Luzia";"Maranhão";150;2015;0
"Humaitá";"Amazonas";151;2015;8
"Cajueiro da Praia";"Piauí";152;2015;10
"Cajueiro da Praia";"Piauí";153;2015;19
"Senador Guiomard";"Acre";154;2015;0
"Suzano";"São Paulo";155;2015;4
"São Paulo";"São Paulo";156;2015;10
"Bom Jesus do Araguaia";"Mato Grosso";1;2016;0
"Novo Mundo";"Mato Grosso";1;2016;0
"Chapada dos Guimarães";"Mato Grosso";2;2016;0
"Jangada";"Mato Grosso";2;2016;0
"Floresta do Araguaia";"Pará";3;2016;0
"Colméia";"Tocantins";3;2016;5
"Foz do Jordão";"Paraná";4;2016;0
"Reserva";"Paraná";4;2016;0
"Água Doce";"Santa Catarina";4;2016;4
"Cuiabá";"Mato Grosso";5;2016;9
"Guia Lopes da Laguna";"Mato Grosso do Sul";6;2016;7
"Aparecida de Goiânia";"Goiás";7;2016;11
"Iracema";"Roraima";8;2016;1
"Anastácio";"Mato Grosso do Sul";9;2016;25
"Riachão das Neves";"Bahia";10;2016;6
"São Félix do Xingu";"Pará";11;2016;12
"São Félix do Xingu";"Pará";11;2016;14
"Açailândia";"Maranhão";13;2016;0
"Açailândia";"Maranhão";13;2016;2
"Açailândia";"Maranhão";13;2016;3
"Mateiros";"Tocantins";14;2016;0
"Angical";"Bahia";14;2016;0
"Barreiras";"Bahia";14;2016;0
"Luís Eduardo Magalhães";"Bahia";14;2016;0
"Fortaleza";"Ceará";15;2016;1
"Embu-Guaçu";"São Paulo";16;2016;34
"Dueré";"Tocantins";17;2016;1
"Goiânia";"Goiás";18;2016;0
"São Félix do Xingu";"Pará";21;2016;11
"Sapucaia";"Pará";21;2016;0
"Xinguara";"Pará";21;2016;0
"Rio Branco";"Acre";22;2016;0
"Rio Branco";"Acre";22;2016;7
"Jacundá";"Pará";23;2016;0
"Marabá";"Pará";23;2016;0
"Novo Repartimento";"Pará";23;2016;0
"Pacajá";"Pará";23;2016;0
"Guaraniaçu";"Paraná";24;2016;19
"Parnarama";"Maranhão";25;2016;9
"São José do Rio Claro";"Mato Grosso";26;2016;2
"Cáceres";"Mato Grosso";27;2016;0
"Sabará";"Minas Gerais";28;2016;0
"Barreiras";"Bahia";29;2016;0
"São Desidério";"Bahia";29;2016;0
"São Bernardo do Campo";"São Paulo";30;2016;4
"Altamira";"Pará";31;2016;4
"Altamira";"Pará";31;2016;5
"São Félix do Xingu";"Pará";31;2016;0
"Apuí";"Amazonas";32;2016;2
"Manicoré";"Amazonas";32;2016;0
"Campo Novo do Parecis";"Mato Grosso";33;2016;0
"Diamantino";"Mato Grosso";33;2016;0
"Tangará da Serra";"Mato Grosso";33;2016;0
"Acaraú";"Ceará";34;2016;0
"Moju";"Pará";35;2016;0
"Rondon do Pará";"Pará";36;2016;0
"Caeté";"Minas Gerais";37;2016;0
"Açailândia";"Maranhão";38;2016;8
"São Paulo";"São Paulo";39;2016;4
"Porto Velho";"Rondônia";40;2016;0
"Aragominas";"Tocantins";41;2016;0
"Araguanã";"Tocantins";41;2016;0
"Arapoema";"Tocantins";41;2016;0
"Babaçulândia";"Tocantins";41;2016;0
"Bandeirantes do Tocantins";"Tocantins";41;2016;0
"Campos Lindos";"Tocantins";41;2016;0
"Darcinópolis";"Tocantins";41;2016;0
"Santa Fé do Araguaia";"Tocantins";41;2016;0
"Cumari";"Goiás";42;2016;0
"Minaçu";"Goiás";42;2016;1
"Águas Vermelhas";"Minas Gerais";43;2016;1
"Almenara";"Minas Gerais";43;2016;0
"Bandeira";"Minas Gerais";43;2016;0
"Arame";"Maranhão";44;2016;5
"Brejo de Areia";"Maranhão";44;2016;22
"Corumbá";"Mato Grosso do Sul";45;2016;0
"Poxoréo";"Mato Grosso";46;2016;5
"Goianinha";"Rio Grande do Norte";47;2016;0
"Rio de Janeiro";"Rio de Janeiro";48;2016;2
"Rio de Janeiro";"Rio de Janeiro";48;2016;3
"Rio de Janeiro";"Rio de Janeiro";48;2016;5
"Campina Grande do Sul";"Paraná";49;2016;0
"Rio Brilhante";"Mato Grosso do Sul";50;2016;44
"São Félix do Xingu";"Pará";51;2016;4
"Magé";"Rio de Janeiro";52;2016;0
"Rio de Janeiro";"Rio de Janeiro";52;2016;0
"Carmo do Paranaíba";"Minas Gerais";53;2016;0
"Divinópolis";"Minas Gerais";53;2016;0
"Patos de Minas";"Minas Gerais";53;2016;0
"Patrocínio";"Minas Gerais";53;2016;0
"Varjão de Minas";"Minas Gerais";53;2016;0
"Naviraí";"Mato Grosso do Sul";55;2016;0
"Ilhéus";"Bahia";56;2016;8
"Ilhéus";"Bahia";57;2016;5
"São Paulo";"São Paulo";58;2016;8
"Campos Altos";"Minas Gerais";59;2016;19
"Cuiabá";"Mato Grosso";60;2016;4
"Peixoto de Azevedo";"Mato Grosso";61;2016;0
"Sinop";"Mato Grosso";61;2016;0
"Campina Grande do Sul";"Paraná";62;2016;0
"São José dos Pinhais";"Paraná";62;2016;0
"Doutor Ulysses";"Paraná";62;2016;0
"Sena Madureira";"Acre";63;2016;10
"Boca do Acre";"Amazonas";63;2016;2
"Altos";"Piauí";65;2016;8
"Machado";"Minas Gerais";66;2016;4
"Nepomuceno";"Minas Gerais";67;2016;4
"Catanduvas";"Paraná";68;2016;0
"Lajeado";"Rio Grande do Sul";69;2016;17
"Rio de Janeiro";"Rio de Janeiro";70;2016;2
"Medicilândia";"Pará";71;2016;0
"Uruará";"Pará";71;2016;0
"Bannach";"Pará";73;2016;4
"Xinguara";"Pará";73;2016;0
"Rio de Janeiro";"Rio de Janeiro";75;2016;0
"Rio de Janeiro";"Rio de Janeiro";76;2016;0
"Rio de Janeiro";"Rio de Janeiro";77;2016;0
"Rio de Janeiro";"Rio de Janeiro";78;2016;0
"Fortaleza";"Ceará";79;2016;2
"Bonito de Minas";"Minas Gerais";80;2016;0
"Eldorado dos Carajás";"Pará";81;2016;0
"São Félix do Xingu";"Pará";81;2016;0
"Tucumã";"Pará";81;2016;0
"Xinguara";"Pará";81;2016;0
"Sandolândia";"Tocantins";83;2016;13
"Paranavaí";"Paraná";85;2016;0
"Aquidauana";"Mato Grosso do Sul";86;2016;6
"Santa Leopoldina";"Espírito Santo";87;2016;0
"Santa Leopoldina";"Espírito Santo";88;2016;0
"Carmo da Cachoeira";"Minas Gerais";89;2016;7
"Bom Jesus da Penha";"Minas Gerais";90;2016;14
"Uruará";"Pará";91;2016;5
"Uruará";"Pará";91;2016;7
"Itupiranga";"Pará";93;2016;0
"Itupiranga";"Pará";93;2016;1
"Itupiranga";"Pará";93;2016;9
"Marabá";"Pará";93;2016;0
"Porto Firme";"Minas Gerais";95;2016;1
"Nova Lima";"Minas Gerais";96;2016;0
"Bonito de Minas";"Minas Gerais";97;2016;21
"Poço Fundo";"Minas Gerais";98;2016;20
"Uruará";"Pará";101;2016;0
"Uruará";"Pará";101;2016;4
"Vitória da Conquista";"Bahia";105;2016;1
"Paranavaí";"Paraná";106;2016;0
"Porto Velho";"Rondônia";107;2016;0
"Vitória da Conquista";"Bahia";108;2016;5
"Presidente Jânio Quadros";"Bahia";109;2016;1
"Salvador";"Bahia";111;2016;8
"Jesuânia";"Minas Gerais";113;2016;6
"Rio de Janeiro";"Rio de Janeiro";114;2016;1
"São José do Divino";"Piauí";115;2016;15
"Esperantina";"Piauí";116;2016;26
"São Francisco do Piauí";"Piauí";117;2016;18
"Vila Bela da Santíssima Trindade";"Mato Grosso";118;2016;0
"Pontes e Lacerda";"Mato Grosso";118;2016;0
"São Paulo";"São Paulo";119;2016;6
"Conceição da Aparecida";"Minas Gerais";120;2016;16
"Rio de Janeiro";"Rio de Janeiro";121;2016;1
"Rio de Janeiro";"Rio de Janeiro";121;2016;2
"Cajazeiras do Piauí";"Piauí";122;2016;13
"Santa Cruz do Piauí";"Piauí";122;2016;18
"Nioaque";"Mato Grosso do Sul";123;2016;0
"Brejetuba";"Espírito Santo";124;2016;12
"São Paulo";"São Paulo";125;2016;16
"Pontes e Lacerda";"Mato Grosso";126;2016;0
"Serrolândia";"Bahia";127;2016;7
"Entre Rios";"Bahia";128;2016;16
"Bom Sucesso";"Minas Gerais";129;2016;10
"Juatuba";"Minas Gerais";130;2016;0
"Nioaque";"Mato Grosso do Sul";131;2016;0
"Porto Seguro";"Bahia";132;2016;0
"Poço Fundo";"Minas Gerais";135;2016;12
"Salgueiro";"Pernambuco";136;2016;0
"Imperatriz";"Maranhão";137;2016;0
"Betim";"Minas Gerais";138;2016;22
"Poços de Caldas";"Minas Gerais";139;2016;8
"Belo Horizonte";"Minas Gerais";140;2016;0
"Sabará";"Minas Gerais";145;2016;0
"São Paulo";"São Paulo";146;2016;5
"Serrinha";"Bahia";147;2016;17
"Bujari";"Acre";1;2017;0
"Rio Branco";"Acre";1;2017;0
"Senador Guiomard";"Acre";1;2017;0
"Boca do Acre";"Amazonas";1;2017;0
"Goianésia do Pará";"Pará";3;2017;0
"Novo Repartimento";"Pará";3;2017;0
"Novo Repartimento";"Pará";3;2017;7
"Rio Branco do Sul";"Paraná";4;2017;11
"Confresa";"Mato Grosso";5;2017;1
"Anta Gorda";"Rio Grande do Sul";7;2017;2
"São Paulo";"São Paulo";8;2017;4
"Goianésia";"Goiás";9;2017;0
"Centro Novo do Maranhão";"Maranhão";10;2017;0
"Conceição do Araguaia";"Pará";11;2017;0
"Cumaru do Norte";"Pará";11;2017;0
"Curionópolis";"Pará";11;2017;0
"Santa Maria das Barreiras";"Pará";11;2017;0
"Bujari";"Acre";12;2017;0
"Barra do Corda";"Maranhão";13;2017;0
"São Raimundo das Mangabeiras";"Maranhão";13;2017;0
"Ulianópolis";"Pará";14;2017;0
"Juatuba";"Minas Gerais";15;2017;35
"Sorocaba";"São Paulo";16;2017;1
"Corumbá";"Mato Grosso do Sul";17;2017;4
"Tangará da Serra";"Mato Grosso";18;2017;0
"João Monlevade";"Minas Gerais";19;2017;0
"Juara";"Mato Grosso";20;2017;0
"Alta Floresta D'Oeste";"Rondônia";21;2017;0
"Vilhena";"Rondônia";21;2017;0
"Aparecida do Rio Negro";"Tocantins";23;2017;0
"Peixe";"Tocantins";23;2017;0
"Sandolândia";"Tocantins";23;2017;0
"Sandolândia";"Tocantins";23;2017;3
"Aragominas";"Tocantins";24;2017;1
"Arapoema";"Tocantins";24;2017;7
"Colméia";"Tocantins";24;2017;0
"Piraquê";"Tocantins";24;2017;0
"Ouro Preto";"Minas Gerais";25;2017;0
"Rio de Janeiro";"Rio de Janeiro";26;2017;0
"Araras";"São Paulo";28;2017;0
"Santa Cruz do Xingu";"Mato Grosso";29;2017;0
"Candeias do Jamari";"Rondônia";30;2017;2
"Marabá";"Pará";31;2017;0
"Marabá";"Pará";31;2017;3
"São Félix do Xingu";"Pará";31;2017;0
"Juara";"Mato Grosso";32;2017;0
"Nova Bandeirantes";"Mato Grosso";32;2017;0
"Tabaporã";"Mato Grosso";32;2017;0
"Campo Limpo Paulista";"São Paulo";33;2017;0
"Osasco";"São Paulo";33;2017;0
"São Paulo";"São Paulo";33;2017;0
"Novo Repartimento";"Pará";34;2017;10
"Rondon do Pará";"Pará";34;2017;0
"Aquiraz";"Ceará";36;2017;0
"Brejetuba";"Espírito Santo";37;2017;3
"Pontal do Araguaia";"Mato Grosso";38;2017;0
"Araxá";"Minas Gerais";39;2017;0
"Pentecoste";"Ceará";40;2017;0
"Guarantã do Norte";"Mato Grosso";41;2017;0
"Guarantã do Norte";"Mato Grosso";41;2017;3
"Nova Santa Helena";"Mato Grosso";41;2017;0
"Nova Santa Helena";"Mato Grosso";41;2017;23
"Campina da Lagoa";"Paraná";42;2017;0
"Diamante D'Oeste";"Paraná";42;2017;0
"Diamante D'Oeste";"Paraná";42;2017;2
"São Jorge do Patrocínio";"Paraná";42;2017;0
"Tapejara";"Paraná";42;2017;0
"Colniza";"Mato Grosso";44;2017;0
"Rondon do Pará";"Pará";45;2017;14
"Niterói";"Rio de Janeiro";46;2017;0
"Rio de Janeiro";"Rio de Janeiro";47;2017;0
"Campos dos Goytacazes";"Rio de Janeiro";48;2017;0
"Rio de Janeiro";"Rio de Janeiro";49;2017;0
"Corumbá";"Mato Grosso do Sul";50;2017;5
"Maria Helena";"Paraná";52;2017;0
"São Jorge do Patrocínio";"Paraná";52;2017;0
"Açailândia";"Maranhão";54;2017;1
"Buritirana";"Maranhão";54;2017;0
"Santa Inês";"Maranhão";54;2017;0
"Carneirinho";"Minas Gerais";55;2017;4
"Caxias do Sul";"Rio Grande do Sul";56;2017;4
"Jaíba";"Minas Gerais";57;2017;1
"São Paulo";"São Paulo";60;2017;15
"Monte Alegre";"Pará";61;2017;0
"Santarém";"Pará";61;2017;0
"Brasília";"Distrito Federal";61;2017;0
"São Félix do Araguaia";"Mato Grosso";62;2017;0
"São Félix do Araguaia";"Mato Grosso";62;2017;4
"Jequitinhonha";"Minas Gerais";63;2017;0
"Medina";"Minas Gerais";63;2017;0
"Rubim";"Minas Gerais";63;2017;1
"Altamira";"Pará";64;2017;16
"Nova Santa Helena";"Mato Grosso";64;2017;20
"Belo Horizonte";"Minas Gerais";65;2017;5
"Cardeal da Silva";"Bahia";66;2017;1
"Aracoiaba";"Ceará";67;2017;0
"Guaiúba";"Ceará";67;2017;0
"Porto Velho";"Rondônia";68;2017;1
"Itaberaba";"Bahia";70;2017;0
"Santa Maria das Barreiras";"Pará";71;2017;12
"Acaraú";"Ceará";72;2017;3
"Itarema";"Ceará";72;2017;0
"Abel Figueiredo";"Pará";73;2017;0
"São Geraldo do Araguaia";"Pará";73;2017;7
"Araguatins";"Tocantins";73;2017;8
"Jacundá";"Pará";74;2017;3
"Marabá";"Pará";74;2017;0
"Novo Repartimento";"Pará";74;2017;0
"Aparecida de Goiânia";"Goiás";75;2017;20
"São Francisco de Paula";"Rio Grande do Sul";76;2017;0
"Monte Negro";"Rondônia";77;2017;5
"Feliz";"Rio Grande do Sul";78;2017;0
"Rio Branco do Sul";"Paraná";79;2017;0
"Tunas do Paraná";"Paraná";79;2017;0
"Fortaleza";"Ceará";80;2017;0
"Juara";"Mato Grosso";81;2017;0
NA;NA;81;2017;9
"Vargem Grande";"Maranhão";82;2017;6
"Vargem Grande";"Maranhão";82;2017;19
"Juara";"Mato Grosso";83;2017;0
"Porto dos Gaúchos";"Mato Grosso";83;2017;0
"Ipixuna do Pará";"Pará";84;2017;0
"Tomé-Açu";"Pará";84;2017;0
"Ulianópolis";"Pará";84;2017;0
"São Domingos do Norte";"Espírito Santo";85;2017;0
"Aracoiaba";"Ceará";86;2017;0
"Guaiúba";"Ceará";86;2017;0
"Aquiraz";"Ceará";87;2017;0
"Pentecoste";"Ceará";88;2017;0
"Caucaia";"Ceará";89;2017;6
"Caucaia";"Ceará";89;2017;7
"Ibicoara";"Bahia";90;2017;0
"Calçoene";"Amapá";91;2017;0
"Calçoene";"Amapá";91;2017;5
"Calçoene";"Amapá";91;2017;6
"Serranópolis";"Goiás";92;2017;0
"Serranópolis";"Goiás";92;2017;10
"Jerumenha";"Piauí";93;2017;0
"Aragominas";"Tocantins";94;2017;0
"Araguatins";"Tocantins";94;2017;0
"Arapoema";"Tocantins";94;2017;0
"Tupiratins";"Tocantins";94;2017;0
"Marechal Floriano";"Espírito Santo";95;2017;0
"Uruçuca";"Bahia";96;2017;9
"Campo Alegre de Goiás";"Goiás";97;2017;0
"São Domingos do Norte";"Espírito Santo";98;2017;0
"Urucuia";"Minas Gerais";99;2017;0
"Nova Maringá";"Mato Grosso";100;2017;30
"Bom Princípio do Piauí";"Piauí";102;2017;4
"Granja";"Ceará";102;2017;0
"Sericita";"Minas Gerais";105;2017;0
"Paracatu";"Minas Gerais";106;2017;0
"Jacuí";"Minas Gerais";107;2017;14
"Maracanaú";"Ceará";108;2017;2
"Castelo";"Espírito Santo";109;2017;0
"Brumado";"Bahia";110;2017;0
"Vitória da Conquista";"Bahia";110;2017;0
"São Paulo";"São Paulo";115;2017;10
"Casa Nova";"Bahia";116;2017;0
"Curaçá";"Bahia";116;2017;0
"Juazeiro";"Bahia";116;2017;0
"Boa Vista";"Roraima";117;2017;6
"Itutinga";"Minas Gerais";118;2017;3
"Corumbá";"Mato Grosso do Sul";119;2017;2
"Corumbá";"Mato Grosso do Sul";120;2017;8
"Belo Horizonte";"Minas Gerais";125;2017;8
"Salvador";"Bahia";126;2017;0
"Belo Horizonte";"Minas Gerais";127;2017;0
"Guarulhos";"São Paulo";128;2017;21
"São Paulo";"São Paulo";129;2017;7
"Paraúna";"Goiás";130;2017;9
"Cristalina";"Goiás";135;2017;0
"Fortaleza";"Ceará";136;2017;0
"Chorozinho";"Ceará";137;2017;0
"Sobral";"Ceará";138;2017;0
"Campo Largo";"Paraná";139;2017;0
"São Gotardo";"Minas Gerais";140;2017;3
"São João da Ponte";"Minas Gerais";145;2017;1
"Sabará";"Minas Gerais";146;2017;0
"Sabará";"Minas Gerais";147;2017;0
"Belo Horizonte";"Minas Gerais";148;2017;0
"São Gotardo";"Minas Gerais";149;2017;0
"Jequitaí";"Minas Gerais";150;2017;14
"Santa Bárbara";"Minas Gerais";155;2017;40
"Belo Horizonte";"Minas Gerais";156;2017;0
"Saquarema";"Rio de Janeiro";157;2017;2
"Ibiúna";"São Paulo";158;2017;0
"Jijoca de Jericoacoara";"Ceará";159;2017;2
"Campestre";"Minas Gerais";160;2017;6
"São Paulo";"São Paulo";165;2017;0
"São Paulo";"São Paulo";166;2017;4
"Camaçari";"Bahia";167;2017;5
"Feliz Natal";"Mato Grosso";2;2018;0
"Sorriso";"Mato Grosso";2;2018;0
"Vera";"Mato Grosso";2;2018;0
"Itupiranga";"Pará";3;2018;0
"São Geraldo do Araguaia";"Pará";3;2018;0
"São Geraldo do Araguaia";"Pará";3;2018;5
"São Paulo";"São Paulo";5;2018;0
"São Miguel do Araguaia";"Goiás";6;2018;15
"Tatuí";"São Paulo";7;2018;0
"Alfredo Chaves";"Espírito Santo";8;2018;0
"Colinas do Sul";"Goiás";9;2018;5
"Belo Horizonte";"Minas Gerais";10;2018;5
"Parauapebas";"Pará";11;2018;0
"Redenção";"Pará";11;2018;0
"São Félix do Xingu";"Pará";11;2018;0
"São Félix do Xingu";"Pará";11;2018;1
"Sorriso";"Mato Grosso";12;2018;0
"Bujari";"Acre";13;2018;0
"Rio Branco";"Acre";13;2018;0
"Sena Madureira";"Acre";13;2018;0
"Novo Repartimento";"Pará";14;2018;5
"Tucuruí";"Pará";14;2018;10
"Araruama";"Rio de Janeiro";15;2018;10
"Barreiras";"Bahia";16;2018;0
"Caxambu";"Minas Gerais";16;2018;0
"Contagem";"Minas Gerais";16;2018;0
"Minduri";"Minas Gerais";16;2018;0
"Poços de Caldas";"Minas Gerais";16;2018;0
"Pouso Alegre";"Minas Gerais";16;2018;0
"São João del Rei";"Minas Gerais";16;2018;0
"São Vicente de Minas";"Minas Gerais";16;2018;0
"Unaí";"Minas Gerais";16;2018;0
"Baixo Guandu";"Espírito Santo";17;2018;0
"Januária";"Minas Gerais";18;2018;0
"Pompéu";"Minas Gerais";19;2018;0
"Rancho Queimado";"Santa Catarina";20;2018;30
"Douradina";"Paraná";22;2018;0
"Ivaté";"Paraná";22;2018;0
"Pato Bragado";"Paraná";22;2018;0
"Umuarama";"Paraná";22;2018;0
"Francisco Sá";"Minas Gerais";23;2018;0
"Jequitaí";"Minas Gerais";23;2018;0
"Teófilo Otoni";"Minas Gerais";23;2018;0
"Brasil Novo";"Pará";24;2018;1
"Medicilândia";"Pará";24;2018;0
"Bonfim";"Roraima";25;2018;3
"Várzea Grande";"Mato Grosso";26;2018;1
"São João del Rei";"Minas Gerais";27;2018;3
"Rancho Queimado";"Santa Catarina";28;2018;30
"Salvador";"Bahia";29;2018;0
"Betim";"Minas Gerais";30;2018;3
"Águas Lindas de Goiás";"Goiás";31;2018;0
"Araguapaz";"Goiás";31;2018;0
"Formosa";"Goiás";31;2018;0
"Cumaru do Norte";"Pará";32;2018;12
"Santana do Araguaia";"Pará";32;2018;3
"São Félix do Xingu";"Pará";32;2018;0
"Boa Vista";"Roraima";33;2018;3
"Cantá";"Roraima";33;2018;0
"Iracema";"Roraima";33;2018;1
"Mucajaí";"Roraima";33;2018;0
"Feira Grande";"Alagoas";34;2018;38
"Feira Grande";"Alagoas";34;2018;52
"Curvelo";"Minas Gerais";35;2018;0
"Bonópolis";"Goiás";36;2018;3
"São Miguel do Araguaia";"Goiás";37;2018;0
"Jataí";"Goiás";38;2018;0
"Goiás";"Goiás";39;2018;0
"Itaberaí";"Goiás";39;2018;0
"Goiânia";"Goiás";40;2018;0
"Santana do Araguaia";"Pará";42;2018;4
"Santana do Araguaia";"Pará";42;2018;13
"Amajari";"Roraima";43;2018;3
"Bonfim";"Roraima";43;2018;0
"Cantá";"Roraima";43;2018;1
"Cantá";"Roraima";43;2018;4
"Jupi";"Pernambuco";44;2018;0
"Lajedo";"Pernambuco";44;2018;0
"Sete Lagoas";"Minas Gerais";45;2018;0
"Lagoa Santa";"Minas Gerais";46;2018;0
"Santa Luzia";"Minas Gerais";46;2018;0
"Pompéu";"Minas Gerais";47;2018;26
"Córrego Danta";"Minas Gerais";48;2018;19
"Boa Esperança";"Minas Gerais";49;2018;8
"Salto";"São Paulo";50;2018;28
"Amajari";"Roraima";53;2018;0
"Boa Vista";"Roraima";53;2018;0
"Cantá";"Roraima";53;2018;0
"Capão Alto";"Santa Catarina";54;2018;0
"Canoinhas";"Santa Catarina";54;2018;0
"Lages";"Santa Catarina";54;2018;11
"Porto União";"Santa Catarina";54;2018;0
"Itutinga";"Minas Gerais";55;2018;3
"Aracruz";"Espírito Santo";56;2018;10
"Pedro Canário";"Espírito Santo";57;2018;0
"Pinheiros";"Espírito Santo";57;2018;57
"Goiás";"Goiás";58;2018;2
"Montes Claros de Goiás";"Goiás";59;2018;0
"Goiás";"Goiás";60;2018;12
